0	52.24	90.609	131.03	18.894	42.308	87.069	117.15	154.78	40.324	28.355	69.426	103.34	153.92	47.802	41.146	78.772	117.09	169.76	67.676	40.645	65.307	94.663	133.18	183.32	72.581	51.507	74.142	100.92	139.14	189.21	78.74	61.587	79.347	103.12	136.78	196.79	81.517	84.178	113.62	154.77	206.59	92.315	106.77	138.39	203.22	102.04	123.26	157.04	213.03	112.33	143.13	178.94	231.33	127.58	155.61	191.47	237.33	153.76	201	246.75	51.157	76.381	116.21	166.24	51.274	64.382	103.43	143.21	189.89	69.029	58.958	93.6	137.35	196.92	74.552	69.462	101.53	146.69	208.63	88.724	67.007	89.426	128.71	170.52	222.43	93.702	76.191	99.161	136.93	179.46	235.89	97	87.75	111.28	148.98	189.96	244.61	112.89	112.63	153.43	199.71	255.39	120.6	135.57	173.59	247.87	134.42	156.16	186.41	253.08	148.09	178.38	216.93	269.19	158.01	190.59	224.11	276.53	192.57	235.63	282.71	177.41	163.31	180.06	164.99	188.6	167.93	197.43	165.52	205.28	171.91	219.67	188.9	178.63	225.4	193.25	175.27	228.6	199.04	185.96	145.89	231.53	197.77	178.27	137.95	234.42	207.53	191.18	147.23	237.5	206.54	191.4	152.66	241.69	212.37	203.32	179.01	242.93	206.74	196.05	183.67	205.32	177.09	209.1	175.8	212.06	176.12	228.61	178.1	222.73	177.81	245.71	205.88	180.42	249.23	206.93	183.44	261.96	222.96	193.64	153.92	263.46	218.51	189.99	147.92	270.01	219.32	196.58	159.34	265.62	222.12	205.1	166.08	268.25	227.08	202.09	181.5	280.81	239.89	211.77	187.52	141.24	145.18	147.95	153.53	148.87	159.75	160.61	167.51	152.12	168.81	156.65	174.07	162.94	181.76	172.65	191.4	113.48	90.161	101.77	129.42	101.87	111.65	135.09	113.51	113.1	159.5	130.31	120.31	127.13	130.17	102.12	115.88	141.16	112.81	120.08	148.26	126.23	121.63	173.14	146.18	133.93	131.47
52.24	0	38.897	87	68.848	15	36.194	71.47	114.64	89.359	37.855	24.597	57.035	113.6	93.926	38.471	36.551	74.216	132.41	113.34	60.967	40.125	55.317	93.493	148.19	115.43	64.062	50.2	65.711	101.57	155.26	118.44	72.139	60.704	73.783	103.82	163.05	109.43	79	88.843	123.06	175.57	114.13	99.865	116.29	173.81	113.9	113.24	134.04	183.67	120.08	129.34	154.05	203.89	132.02	143.4	169.84	211.54	149.12	182.78	223.45	79.196	58.078	85.884	140.43	86.012	58.583	76.616	116.26	166.32	111.23	64.877	70.1	110.06	172.92	115.28	70.597	78.74	122.43	185.92	130.33	82.541	75.498	105.92	146.99	201.11	133.06	87.989	84.617	116.57	156.83	215.72	132.76	96.876	97.944	130.1	169.38	225.4	142.21	115.96	141.21	181.1	237.96	143.67	135.24	162.16	231.51	152.12	157.51	177.67	237.82	158.18	175.33	204.19	253.91	164.15	189.38	215.94	262.38	193.46	228.53	271.96	127.12	111.11	130.53	112.89	140.52	116.32	151.6	114.64	160.76	121.87	177.63	141.98	129.33	184.03	147.57	127.45	188.16	154.34	138.99	103.45	191.48	153.95	133.69	100.44	195.24	164.61	147.16	110.6	199.42	164.83	149.43	118.26	204.62	172.95	161.96	142.09	206.69	169.63	158.12	149.26	166.97	131.06	171.44	130.15	175.83	131.53	195.52	135.67	189.54	135.06	215.49	169.48	137.54	219.8	171.36	141.48	233.73	188.87	153.86	117.72	235.61	185.11	151.08	117.79	242.79	188.12	159.09	128.16	238.59	190.38	167.17	137.88	241.71	198.24	169.59	146.99	254.94	212.85	182.28	154.33	190.67	191.79	196.41	198.48	195.5	202.88	206.21	209.74	200.21	213.99	204.13	218.04	208.94	224.38	217.48	233.05	150.8	106.76	90.934	167.2	122.97	100.89	170.32	136.07	113.39	197.07	157.54	133.72	121.31	167.99	118.99	104.49	177.93	133.48	112.33	183.36	150.07	125.32	210.27	175.03	152.66	134.97
90.609	38.897	0	55.946	106.68	50.99	10.817	40.262	85.82	126.62	73.389	31.78	29.428	84.853	130.17	69.405	35	48.135	105.59	148.76	93.048	55.902	43.324	68.542	122.76	149.87	92.871	61.555	55.145	78.441	130.74	151.56	98.127	71.624	67.565	85.773	138.58	137.06	92.671	83.066	104.14	153.07	138.12	107	107.65	153.07	132.38	115.95	122.69	162.75	135.58	126.98	139.45	183.84	143.91	140.96	156.98	192.74	152.45	172.08	206.35	115.21	77.82	88.051	140.25	123.05	85.586	84.196	117.27	166.41	148.95	95.467	82.03	111.36	172.21	152.39	97.801	88.955	125.06	185.64	167.19	113.58	92.742	111.47	148.06	201.32	169.04	116.64	99.303	122.72	157.9	216.3	167.41	123.17	111.18	135.97	171.36	226.37	174.46	137.64	151.25	184.01	239.95	173.16	153.31	171.38	234.41	178.77	175.29	187.94	241.3	180.55	189.36	210.36	256.87	183.8	203.94	225.03	265.94	208.98	237.89	277.83	88.549	74.33	92.466	75.69	103.56	78.899	116.42	78.313	126.7	86.464	145.37	107.24	96.125	152.4	114.13	96.068	157.45	121.95	107.89	81.915	161.32	123.05	106.53	82.928	165.98	134.43	119.77	94.154	171.25	136.41	124.73	103.63	177.42	146.14	136.31	124.21	180.48	145.69	136.24	134	151.99	107.56	157.03	107.26	162.79	110.04	184.98	116.85	179	115.52	206.95	156.1	117.27	211.78	158.6	121.87	226.36	176.85	136.28	106.35	228.41	173.7	134.17	112.82	235.84	178.63	143.21	120.69	231.75	179.93	149.94	132.53	235.07	190.23	158.23	133.18	248.49	205.99	173.45	141.16	226.9	225.28	232.07	230.86	229.92	234.09	239.87	240.42	238.07	251.44	241.58	254.98	245.9	260.75	253.96	268.93	182.3	131.52	102.18	198.46	148.68	110.57	200.17	161.38	128.49	227.27	183.81	154.14	131.83	201.73	145.47	116.11	211.01	160.64	125.1	215.49	177.88	143.82	242.99	204.45	177.79	152.46
131.03	87	55.946	0	144.82	96.778	59.439	19.723	31.064	162.78	114.98	78.205	40.299	33.257	164.92	110.37	75.822	35.623	54.589	180.99	130.12	94.451	63.19	40.497	72.643	181.65	129.33	96.67	67	50.843	82.414	182.23	131.61	101.78	76.322	63.159	91.722	160.84	112.03	82.885	75	107.22	157.54	111.89	91.439	110.57	147.39	114.13	100.42	121.01	148.17	117.15	111.38	141.32	150.75	128.61	127.87	151.65	146.59	143.55	166.22	166.18	133.75	140.43	189.01	172.29	140.49	138.37	167.54	214.42	195.65	148.55	136.5	161.69	219.36	198.91	150.84	142.09	175.08	232.5	212.6	163.86	145.23	162.18	196.13	247.91	214.32	166.36	150.26	172.62	205.19	262.58	212.76	172.38	160.95	184.81	218.41	272.44	222.05	187.69	200.89	230.89	286.21	221.18	203.14	220.23	280.79	227.19	225.09	236.66	287.52	228.81	238.1	256.94	302.27	230.95	252.35	272.52	311.23	256.56	285.01	324.09	57.07	77.233	57.026	74.92	62.944	71.729	71.113	72.367	80.907	78.038	97.437	75.822	94.9	105.78	82.855	95.462	112.23	91.744	102.91	98.894	118.28	97.658	109.42	91.81	124.74	108.77	118.51	106.61	131.62	115.17	127.28	116.15	139.36	122.36	130.82	136.81	144.97	127.14	133.9	149.34	187.54	136.06	192.85	136.53	199.6	140.52	223.19	149.48	217.04	146.37	245.8	191.34	145.71	250.59	193.63	149.43	265.08	211.47	164.73	141.35	266.72	208.04	161.64	150.97	273.78	213.89	170.29	154.96	269.09	212.98	173.31	167.23	271.85	224.76	187.49	155.81	284.82	240.92	204.62	162.37	256.91	247.3	261.17	250.75	256.64	252.02	265.05	257.78	278.71	296.3	281.51	300.09	286.57	306.17	294.97	314.36	212.03	163.37	133.98	227.17	179.85	140.52	227.6	190.23	157.1	252.72	210.06	180.36	159.28	242.29	187.74	157.5	251.25	201.47	164.6	255.13	217.89	182.83	282.53	244.14	217.26	190.23
18.894	68.848	106.68	144.82	0	57.035	102.11	130.78	166.72	21.471	37.376	82.904	116.49	165.33	29.155	48.374	90.796	128.69	179.78	48.918	37.323	73.743	104.96	143.34	192.2	54.268	48.867	81.019	109.52	148.19	197.29	61.131	57.619	83.815	109.58	144.05	204.38	68.147	83.457	118.16	161.21	213.01	80.777	105.46	141.56	208.74	93.691	122.26	160.03	218.19	104.88	142.81	182.18	235.66	120.81	154.4	193.41	240.85	149.7	201.59	249.25	54.295	89.761	130.18	178.56	49.01	74.967	116.25	155.44	200.94	58.992	65.582	105.1	149.01	207.52	63.6	75.18	111.8	157	218.41	75.822	66.641	96.954	138.01	180	231.4	80.777	75.432	105.7	144.97	188.17	244.14	84.747	86.562	116.64	156.03	197.68	252.21	103.17	112.58	158.22	206.48	262.15	112.73	136.11	177.73	253.92	128.1	155.81	189.4	258.44	143.98	179.04	220.82	274.27	154.68	190.32	226.35	280.97	191.1	237.24	285.9	192.59	179.5	194.49	180.54	202.1	182.73	209.8	179.61	216.85	185.3	230.14	200.78	191.61	235.32	204.37	187.34	237.89	209.52	197.41	156	240.36	207.63	188.7	145.81	242.67	216.84	201.13	154.67	245.1	215.16	200.47	159.14	248.7	219.97	211.78	186.36	249.4	213.28	203.07	190.11	219.77	192.89	222.95	191.02	225.18	190.64	240.64	191.76	234.34	190.93	256.3	217.57	192.98	259.24	217.96	195.3	271.36	233.35	204.71	163.67	272.38	228.21	200.25	155.71	278.43	228.07	206.13	166.84	273.54	230.51	214.3	172.48	275.68	234.44	209.66	188.75	287.82	246.57	218.39	194.03	122.77	127.35	129.27	135.75	130.08	142.11	141.83	149.78	135.74	154.43	139.83	159.67	146.33	167.47	156.17	177.08	96.01	80.808	102.14	111.68	90.189	111.38	117.87	100.72	108.58	141.56	115.41	110.44	124.29	114.66	94.456	117.65	125.72	102.98	120.02	133.03	114.77	117.25	157.3	132.76	123.96	126.66
42.308	15	50.99	96.778	57.035	0	45.88	80.43	122.67	76.681	23.281	27.386	64.296	120.83	80.529	23.854	37.749	79.881	138.46	99.75	46.109	32.016	56.613	98.051	153.3	101.36	49.406	42.485	65.338	104.92	159.58	104.07	57.94	51.981	71.141	105.08	166.87	95.629	68.731	85.44	124.18	178.47	100.94	91.815	113.65	175.68	101.79	106.31	131.94	185.24	108.5	123.79	152.76	205.07	121.43	137.68	167.87	212.04	141.22	179.97	223.22	71	58.583	90.427	144.24	75.743	54.083	78.772	119.36	169.12	99.524	56.551	69.663	112.28	175.31	102.92	62.33	77.363	123.34	187.6	117.43	71.134	70.093	105	147.61	202.14	119.77	76.583	79.025	114.63	156.83	216.21	119.22	85.732	92.119	127.59	168.6	225.35	129.34	106.61	136.83	179.58	237.25	131.24	127.09	157.78	230.03	140.43	149.42	172.63	235.78	147.65	168.36	200.37	251.77	154.12	181.99	210.93	259.76	185.25	223.17	268.37	138.37	122.61	140.89	123.58	149.92	126.16	159.94	123.45	168.3	129.82	184.27	149.03	136.38	190.07	153.77	133.32	193.52	159.82	144.31	105.73	196.28	158.51	137.38	100.3	199.38	168.67	150.58	109.95	202.89	167.94	151.69	116.67	207.48	175.23	164.05	141.85	208.9	170.57	158.52	148.02	174.16	140.39	177.89	138.65	181.38	139.01	199.91	141.88	193.39	140.67	218.44	173.35	142.58	222.16	174.49	145.7	235.57	191.44	157.17	118.63	236.97	186.91	153.46	116.16	243.71	188.92	160.75	126.69	238.99	190.89	168.68	135.41	241.66	197.74	169.13	146.18	254.6	211.84	180.96	152.92	177.58	179.39	183.03	185.97	181.93	190.28	192.53	196.92	187.16	201.48	190.72	205.29	195.33	211.48	203.72	220	136.02	92.418	80.846	152.42	108.39	91.022	155.52	121.51	101.36	182.4	142.89	120.03	110.65	153.54	105.44	95.901	163.42	119.52	102.71	168.77	135.89	113.41	195.73	160.62	138.93	123.15
87.069	36.194	10.817	59.439	102.11	45.88	0	41.593	87.727	121.35	67.238	22.913	25.788	85.586	124.21	61.79	24.372	44.654	105.53	142.43	85.352	46.043	33.912	65.246	122.07	142.94	84.25	51.088	46.043	74.31	129.37	144.09	88.938	61.066	58.292	80.275	136.7	128.82	82.928	74.411	99.086	150.68	129.46	98.066	100.55	149.8	123.16	107.23	116.07	159.2	126.04	118.75	133.43	180.28	134.46	132.85	150.95	188.76	143.67	165.83	202.06	111.85	75.901	87.852	140.39	118.73	81.841	82.219	116.4	165.95	143.94	90.427	78.307	109.49	171.28	146.78	92.011	84.439	122.46	184.21	161.14	106.94	86.522	107.28	145.34	199.47	162.47	109.4	92.574	117.99	154.72	214.09	160.31	115.52	104.25	130.94	167.75	223.78	167.17	130.25	145.58	180	236.98	165.5	146.17	165.77	230.84	170.96	168.29	182.11	237.34	172.65	182.62	205.03	252.8	175.71	197.04	219.26	261.57	201.61	231.94	273.02	93.113	78.867	95.88	79.006	105.91	81.019	117.81	78.994	127.33	86.145	145.43	106.58	94.895	151.87	112.66	93.499	156.28	119.83	104.98	75.531	159.57	119.96	102.04	74.659	163.65	131.03	115.28	85.942	168.35	132.14	119.36	95.126	174.03	141.42	130.98	117.1	176.52	139.87	129.63	126.48	153.77	110.33	158.11	109.04	163.13	110.77	184.66	116.5	178.06	114.35	205.62	154.48	115.36	209.97	156.32	119.2	224.22	174.32	133.15	100.9	225.83	170.43	130.1	106.08	232.92	174.7	138.68	113.86	228.3	175.57	145.17	125.4	231.22	185.37	152.48	126.26	244.47	200.97	167.46	133.91	220.93	219.5	225.75	224.78	223.24	227.71	232.95	233.74	232.12	245.67	235.27	248.9	239.27	254.38	247.07	262.31	173.95	121.75	91.504	190.03	138.98	99.86	191.4	151.64	117.82	218.68	174.28	143.82	121.08	193.76	136.37	106.75	202.81	151.44	115.38	207	168.67	133.93	234.62	195.43	168.25	142.46
117.15	71.47	40.262	19.723	130.78	80.43	41.593	0	46.239	148.74	98.778	59.741	20.616	44.598	150.61	93.145	56.462	20.396	65.429	167	113.6	75.723	44.272	34.54	82.825	167.22	112.09	77.692	49.497	45.695	91.241	167.53	114.37	83.289	60.2	56.622	99.499	146.66	96.193	69.577	72.139	114.49	143.77	99.403	84.143	115.78	133.69	103.17	95.593	125.8	134.55	108.43	109.1	146.75	138.37	121	126.5	156.36	137.38	142.28	170.59	150.27	117.2	124.98	174.57	156.08	123.17	121.6	152	199.72	179.53	130.8	118.72	145.4	204.43	182.33	132.44	123.89	158.35	217.26	195.91	145.47	126.27	144.31	179.62	232.42	197.19	147.52	131.04	154.48	188.47	246.88	195.12	153.2	141.64	166.59	201.43	256.48	203.6	168.22	182.17	213.66	269.94	202.2	183.64	201.63	264.02	207.83	205.61	217.92	270.48	209.17	218.81	238.83	285.31	211.24	232.99	253.97	294.05	237.04	266.39	306.43	64.9	73.689	64.938	71.021	71.868	68.279	81.056	67.007	90.338	72.78	107.43	77.782	87.687	114.71	84.178	86.856	120.04	92.358	95.462	83.576	124.73	95.875	98.864	76.394	130.05	107.17	109.27	91.148	135.93	111.56	116.64	100.78	142.78	119.37	122.29	122.84	147.07	121.76	123.63	134.74	176.76	126.8	181.47	126.27	187.45	129.21	210.36	137.03	203.69	133.56	232.11	177.81	132.76	236.52	179.62	136.11	250.8	197.45	151.06	124.63	252.17	193.47	147.39	133.02	259.04	198.66	155.85	137.54	254.03	197.83	159.44	149.61	256.59	209	171.87	140.32	269.54	225.01	188.57	146.99	244.13	236.58	248.29	240.26	243.95	241.7	252.52	247.32	263.38	280.06	266.02	283.48	270.59	289.2	278.65	297.14	196.8	145.97	115.1	212.13	162.72	121.84	212.48	173.57	139.04	238.34	194.3	163.48	141.11	224.97	168.77	137.85	233.76	182.72	145.04	237.49	199.33	163.47	265.04	225.87	198.39	170.96
154.78	114.64	85.82	31.064	166.72	122.67	87.727	46.239	0	182.92	138.34	104.25	64.753	10.44	183.92	133.03	100.13	51.865	25.788	198.16	150.3	116.38	82.498	42.438	43.428	198.17	148.76	116.87	82.024	47.603	54.046	197.83	149.34	119.44	87.807	59.161	64.047	173.28	124.18	88.459	63.008	79.555	167.6	116.73	85.919	84.9	155.18	114.76	89.532	95.462	154.32	112.56	95.394	114.7	153.52	121.5	110.06	125.6	142.21	125.37	140.42	193.22	163.27	169.79	217.34	198.07	168.81	167.36	195.83	242	219.72	175.57	164.74	189.43	246.25	222.48	177.43	169.48	202.2	258.87	235.23	188.8	171.51	188.72	222.31	273.8	236.52	190.7	175.64	198.44	230.67	288	234.65	196.19	185.59	209.9	243.4	297.44	244.66	211.75	225.71	255.44	310.95	243.75	227.06	244.59	305.14	249.76	248.86	260.67	311.46	251.24	261.47	280.22	325.7	252.73	275.32	295.76	334.31	278.78	307.87	347.23	61.887	96.229	56.859	91.706	54.415	84.971	53.889	84.758	60.44	87.161	72.422	68.469	104.83	80.846	73.348	104.45	87.459	81.142	108.28	113.42	94.53	89.163	117.22	101.73	101.61	98.636	123.17	116.83	108.95	106.9	132.7	125.32	117.17	111.07	131.16	145.66	124.03	118.21	134.78	158.61	211.98	159.41	216.83	159.48	223.37	163.09	246.81	171.92	240.19	167.63	268.75	213.13	165.5	273.1	214.8	168.19	287.18	232.01	183.07	161.63	288.29	227.95	178.94	171.41	294.84	233.62	186.8	173.57	289.5	231.4	187.81	185.42	291.66	243.28	203.63	168.96	304.17	259.27	221.08	174.3	271.83	258.46	275.28	260.49	269.31	260.43	276.6	265.53	298.54	318.13	300.71	321.75	305.83	327.73	314.1	335.68	225.75	178.55	149.95	239.98	194.16	155.24	239.47	203.04	170.37	263.22	221.16	191.74	171.83	260.97	207.39	177.46	269.48	220.1	183.28	272.81	235.82	200.62	299.92	261.6	234.7	207.19
40.324	89.359	126.62	162.78	21.471	76.681	121.35	148.74	182.92	0	55.009	101.24	134.2	181.11	10.63	63.82	107.93	145.01	194.17	28.46	45.717	88.572	120.52	158.25	205.42	35.185	55.794	94.26	123.55	162.04	209.72	43.658	62.008	94.837	121.71	156.3	216.29	58.728	89.51	128.27	172.43	223.67	73.457	109.92	149.82	218.55	90.183	126.54	167.8	227.57	102.08	147.37	189.92	244.04	118.34	157.75	199.65	248.35	149.85	206.27	255.59	63.757	106.85	147.35	193.61	53.861	90.183	132.61	170.72	214.58	52.469	77.987	120.57	163.93	220.73	55.498	86.377	126.12	170.53	230.73	63.953	72.471	109.18	150.95	192.48	242.8	68.862	80.331	116.81	156.58	199.83	254.73	73.926	90.388	126.31	166.49	208.24	262.09	95.237	116.49	166.25	215.97	271.1	107.07	140	184.79	262.18	124.03	158.23	195.04	265.98	142.35	182.28	227.16	281.43	153.88	192.35	230.8	287.42	191.82	240.92	290.92	211.53	199.21	212.79	199.74	219.57	201.32	226.24	197.6	232.53	202.67	244.71	216.81	208.52	249.34	219.67	203.46	251.3	224.2	212.92	170.5	253.32	221.73	203.27	158.46	255.04	230.36	215.19	166.74	256.82	228	213.67	170.19	259.79	231.79	224.37	197.88	259.93	224.08	214.29	200.63	237.03	211.8	239.64	209.44	241.14	208.43	255.39	208.7	248.76	207.46	269.53	232.36	209.06	271.89	232.12	210.72	283.32	246.77	219.28	177.33	283.87	241.02	214.13	167.5	289.41	239.93	219.26	178.3	284.09	242.07	227.11	182.73	285.73	244.86	220.74	199.94	297.38	256.19	228.36	204.44	101.61	107.63	107.93	116.28	108.85	122.98	120.75	130.57	117.12	138.35	120.7	143.61	127.53	151.57	137.58	161.16	77.878	76.217	108.11	92.871	81.737	116.35	99.99	90.272	108.84	122.3	101.43	103.92	126	98.433	90.559	124.1	109.53	95.859	124.49	117.15	105	116.85	140.22	119.7	116.08	125.5
